"Statistic Label","Year","Ward","UNIT","VALUE"
"Farmers","2013","Kells","Number",""
"Farmers","2013","Kilroot","Number",""
"Farmers","2013","Kilwaughter","Number",""
"Farmers","2013","Kirkinriola","Number",""
"Farmers","2013","Love Lane","Number",""
"Farmers","2013","Maine","Number",""
"Farmers","2013","Park (Mid and East Antrim)","Number",""
"Farmers","2013","Portglenone","Number",""
"Farmers","2013","Slemish","Number",""
"Farmers","2013","Sunnylands","Number",""
"Farmers","2013","The Maidens","Number",""
"Farmers","2013","Victoria (Mid and East Antrim)","Number",""
"Farmers","2013","Whitehead South","Number",""
"Farmers","2013","Woodburn","Number",""
"Farmers","2013","Ardboe","Number",""
"Farmers","2013","Augher and Clogher","Number",""
"Farmers","2013","Aughnacloy","Number",""
"Farmers","2013","Ballygawley","Number",""
"Farmers","2013","Ballymaguigan","Number",""
"Farmers","2013","Ballysaggart","Number",""
"Farmers","2013","Bellaghy","Number",""
"Farmers","2013","Caledon","Number",""
"Farmers","2013","Castlecaulfield","Number",""
"Farmers","2013","Castledawson","Number",""
"Farmers","2013","Coagh","Number",""
"Farmers","2013","Coalisland North","Number",""
"Farmers","2013","Coalisland South","Number",""
"Farmers","2013","Cookstown East","Number",""
"Farmers","2013","Cookstown South","Number",""
"Farmers","2013","Cookstown West","Number",""
"Farmers","2013","Coolshinny","Number",""
"Farmers","2013","Donaghmore","Number",""
"Farmers","2013","Draperstown","Number",""
"Farmers","2013","Fivemiletown","Number",""
"Farmers","2013","Glebe (Mid Ulster)","Number",""
"Farmers","2013","Killyman","Number",""
"Farmers","2013","Killymeal","Number",""
"Farmers","2013","Lissan","Number",""
"Farmers","2013","Loughry","Number",""
"Farmers","2013","Lower Glenshane","Number",""
"Farmers","2013","Maghera","Number",""
"Farmers","2013","Moy","Number",""
"Farmers","2013","Moygashel","Number",""
"Farmers","2013","Mullaghmore","Number",""
"Farmers","2013","Oaklands","Number",""
"Farmers","2013","Pomeroy","Number",""
"Farmers","2013","Stewartstown (Mid Ulster)","Number",""
"Farmers","2013","Swatragh","Number",""
"Farmers","2013","Tamlaght O'Crilly","Number",""
"Farmers","2013","The Loup","Number",""
"Farmers","2013","Tobermore","Number",""
"Farmers","2013","Town Parks East","Number",""
"Farmers","2013","Valley (Mid Ulster)","Number",""
"Farmers","2013","Washing Bay","Number",""
"Farmers","2013","Abbey (Newry, Mourne and Down)","Number",""
"Farmers","2013","Annalong","Number",""
"Farmers","2013","Ballybot","Number",""
"Farmers","2013","Ballydugan","Number",""
"Farmers","2013","Ballynahinch","Number",""
"Farmers","2013","Ballyward","Number",""
"Farmers","2013","Bessbrook","Number",""
"Farmers","2013","Binnian","Number",""
"Farmers","2013","Burren","Number",""
"Farmers","2013","Camlough","Number",""
"Farmers","2013","Castlewellan","Number",""
"Farmers","2013","Cathedral (Newry, Mourne and Down)","Number",""
"Farmers","2013","Crossgar and Killyleagh","Number",""
"Farmers","2013","Crossmaglen","Number",""
"Farmers","2013","Damolly","Number",""
"Farmers","2013","Derryboy","Number",""
"Farmers","2013","Derryleckagh","Number",""
"Farmers","2013","Donard","Number",""
"Farmers","2013","Drumalane","Number",""
"Farmers","2013","Drumaness","Number",""
"Farmers","2013","Dundrum","Number",""
"Farmers","2013","Fathom","Number",""
"Farmers","2013","Forkhill","Number",""
"Farmers","2013","Hilltown","Number",""
"Farmers","2013","Kilkeel","Number",""
"Farmers","2013","Kilmore","Number",""
"Farmers","2013","Knocknashinna","Number",""
"Farmers","2013","Lecale","Number",""
"Farmers","2013","Lisnacree","Number",""
"Farmers","2013","Mayobridge","Number",""
"Farmers","2013","Mullaghbane","Number",""
"Farmers","2013","Murlough","Number",""
"Farmers","2013","Newtownhamilton","Number",""
"Farmers","2013","Quoile","Number",""
"Farmers","2013","Rostrevor","Number",""
"Farmers","2013","Saintfield","Number",""
"Farmers","2013","St. Patrick's","Number",""
"Farmers","2013","Strangford","Number",""
"Farmers","2013","Tollymore","Number",""
"Farmers","2013","Warrenpoint","Number",""
"Farmers","2013","Whitecross","Number",""
"Farmers","2013","Ballycrochan","Number",""
"Farmers","2013","Ballygowan","Number",""
"Farmers","2013","Ballygrainey","Number",""
"Farmers","2013","Ballyholme","Number",""
"Farmers","2013","Ballymagee","Number",""
"Farmers","2013","Ballywalter","Number",""
"Farmers","2013","Bloomfield (North Down and Ards)","Number",""
"Farmers","2013","Broadway","Number",""
"Farmers","2013","Bryansburn","Number",""
"Farmers","2013","Carrowdore","Number",""
"Farmers","2013","Castle (North Down and Ards)","Number",""
"Farmers","2013","Clandeboye","Number",""
"Farmers","2013","Comber North","Number",""
"Farmers","2013","Comber South","Number",""
"Farmers","2013","Comber West","Number",""
"Farmers","2013","Conway Square","Number",""
"Farmers","2013","Cronstown","Number",""
"Farmers","2013","Cultra","Number",""
"Farmers","2013","Donaghadee","Number",""
"Farmers","2013","Glen","Number",""
"Farmers","2013","Gregstown","Number",""
"Farmers","2013","Groomsport","Number",""
"Farmers","2013","Harbour","Number",""
"Farmers","2013","Helen's Bay","Number",""
"Farmers","2013","Holywood","Number",""
"Farmers","2013","Kilcooley","Number",""
"Farmers","2013","Killinchy","Number",""
"Farmers","2013","Kircubbin","Number",""
"Farmers","2013","Loughries","Number",""
"Farmers","2013","Loughview","Number",""
"Farmers","2013","Movilla","Number",""
"Farmers","2013","Portaferry","Number",""
"Farmers","2013","Portavogie","Number",""
"Farmers","2013","Rathgael","Number",""
"Farmers","2013","Rathmore","Number",""
"Farmers","2013","Scrabo","Number",""
"Farmers","2013","Silverbirch","Number",""
"Farmers","2013","Silverstream","Number",""
"Farmers","2013","Warren","Number",""
"Farmers","2013","West Winds","Number",""
"Farmers","2013","Northern Ireland","Number","29033"
"Farmers","2014","Abbey (Antrim and Newtownabbey)","Number",""
"Farmers","2014","Aldergrove","Number",""
"Farmers","2014","Antrim Centre","Number",""
"Farmers","2014","Ballyclare East","Number",""
"Farmers","2014","Ballyclare West","Number",""
"Farmers","2014","Ballyduff","Number",""
"Farmers","2014","Ballyhenry","Number",""
"Farmers","2014","Ballynure","Number",""
"Farmers","2014","Ballyrobert","Number",""
"Farmers","2014","Burnthill","Number",""
"Farmers","2014","Carnmoney","Number",""
"Farmers","2014","Carnmoney Hill","Number",""
"Farmers","2014","Clady","Number",""
"Farmers","2014","Collinbridge","Number",""
"Farmers","2014","Cranfield","Number",""
"Farmers","2014","Crumlin","Number",""
"Farmers","2014","Doagh","Number",""
"Farmers","2014","Fairview","Number",""
"Farmers","2014","Fountain Hill","Number",""
"Farmers","2014","Glebe (Antrim and Newtownabbey)","Number",""
"Farmers","2014","Glengormley","Number",""
"Farmers","2014","Greystone (Antrim and Newtownabbey)","Number",""
"Farmers","2014","Hightown","Number",""
"Farmers","2014","Jordanstown","Number",""
"Farmers","2014","Mallusk","Number",""
"Farmers","2014","Monkstown","Number",""
"Farmers","2014","Mossley","Number",""
"Farmers","2014","O'Neill","Number",""
"Farmers","2014","Parkgate","Number",""
"Farmers","2014","Randalstown","Number",""
"Farmers","2014","Rathcoole","Number",""
"Farmers","2014","Rostulla","Number",""
"Farmers","2014","Shilvodan","Number",""
"Farmers","2014","Springfarm","Number",""
"Farmers","2014","Steeple","Number",""
"Farmers","2014","Stiles","Number",""
"Farmers","2014","Templepatrick","Number",""
"Farmers","2014","Toome","Number",""
"Farmers","2014","Valley (Antrim and Newtownabbey)","Number",""
"Farmers","2014","Whitehouse","Number",""
"Farmers","2014","Aghagallon","Number",""
"Farmers","2014","Ballybay","Number",""
"Farmers","2014","Banbridge East","Number",""
"Farmers","2014","Banbridge North","Number",""
"Farmers","2014","Banbridge South","Number",""
"Farmers","2014","Banbridge West","Number",""
"Farmers","2014","Blackwatertown","Number",""
"Farmers","2014","Bleary","Number",""
"Farmers","2014","Brownlow","Number",""
"Farmers","2014","Cathedral (Armagh, Banbridge and Craigavon)","Number",""
"Farmers","2014","Corcrain","Number",""
"Farmers","2014","Craigavon Centre","Number",""
"Farmers","2014","Demesne","Number",""
"Farmers","2014","Derrytrasna","Number",""
"Farmers","2014","Donaghcloney","Number",""
"Farmers","2014","Dromore (Armagh, Banbridge and Craigavon)","Number",""
"Farmers","2014","Gilford","Number",""
"Farmers","2014","Gransha","Number",""
"Farmers","2014","Hamiltonsbawn","Number",""
"Farmers","2014","Keady","Number",""
"Farmers","2014","Kernan","Number",""
"Farmers","2014","Killycomain","Number",""
"Farmers","2014","Knocknashane","Number",""
"Farmers","2014","Lough Road","Number",""
"Farmers","2014","Loughbrickland","Number",""
"Farmers","2014","Loughgall","Number",""
"Farmers","2014","Magheralin","Number",""
"Farmers","2014","Mahon","Number",""
"Farmers","2014","Markethill","Number",""
"Farmers","2014","Mourneview","Number",""
"Farmers","2014","Navan","Number",""
"Farmers","2014","Parklake","Number",""
"Farmers","2014","Quilly","Number",""
"Farmers","2014","Rathfriland","Number",""
"Farmers","2014","Richhill","Number",""
"Farmers","2014","Seagahan","Number",""
"Farmers","2014","Shankill (Armagh, Banbridge and Craigavon)","Number",""
"Farmers","2014","Tandragee","Number",""
"Farmers","2014","The Birches","Number",""
"Farmers","2014","The Mall","Number",""
"Farmers","2014","Waringstown","Number",""
"Farmers","2014","Andersonstown","Number",""
"Farmers","2014","Ardoyne","Number",""
"Farmers","2014","Ballygomartin","Number",""
"Farmers","2014","Ballymacarrett","Number",""
"Farmers","2014","Ballymurphy","Number",""
"Farmers","2014","Ballysillan","Number",""
"Farmers","2014","Beechmount","Number",""
"Farmers","2014","Beersbridge","Number",""
"Farmers","2014","Bellevue","Number",""
"Farmers","2014","Belmont","Number",""
"Farmers","2014","Belvoir","Number",""
"Farmers","2014","Blackstaff","Number",""
"Farmers","2014","Bloomfield (Belfast)","Number",""
"Farmers","2014","Cavehill","Number",""
"Farmers","2014","Central","Number",""
"Farmers","2014","Chichester Park","Number",""
"Farmers","2014","Cliftonville","Number",""
"Farmers","2014","Clonard","Number",""
"Farmers","2014","Collin Glen","Number",""
"Farmers","2014","Connswater","Number",""
"Farmers","2014","Cregagh","Number",""
"Farmers","2014","Duncairn","Number",""
"Farmers","2014","Dunmurry","Number",""
"Farmers","2014","Falls","Number",""
"Farmers","2014","Falls Park","Number",""
"Farmers","2014","Finaghy","Number",""
"Farmers","2014","Forth River","Number",""
"Farmers","2014","Fortwilliam","Number",""
"Farmers","2014","Garnerville","Number",""
"Farmers","2014","Gilnahirk","Number",""
"Farmers","2014","Hillfoot","Number",""
"Farmers","2014","Innisfayle","Number",""
"Farmers","2014","Knock","Number",""
"Farmers","2014","Ladybrook","Number",""
"Farmers","2014","Lagmore","Number",""
"Farmers","2014","Legoniel","Number",""
"Farmers","2014","Malone","Number",""
"Farmers","2014","Merok","Number",""
"Farmers","2014","Musgrave","Number",""
"Farmers","2014","New Lodge","Number",""
"Farmers","2014","Orangefield","Number",""
"Farmers","2014","Ormeau","Number",""
"Farmers","2014","Poleglass","Number",""
"Farmers","2014","Ravenhill","Number",""
"Farmers","2014","Rosetta","Number",""
"Farmers","2014","Sandown","Number",""
"Farmers","2014","Shandon","Number",""
"Farmers","2014","Shankill (Belfast)","Number",""
"Farmers","2014","Shaw's Road","Number",""
"Farmers","2014","Stewartstown (Belfast)","Number",""
"Farmers","2014","Stormont","Number",""
"Farmers","2014","Stranmillis","Number",""
"Farmers","2014","Sydenham","Number",""
"Farmers","2014","Turf Lodge","Number",""
"Farmers","2014","Twinbrook","Number",""
"Farmers","2014","Upper Malone","Number",""
"Farmers","2014","Water Works","Number",""
"Farmers","2014","Windsor","Number",""
"Farmers","2014","Woodstock","Number",""
"Farmers","2014","Woodvale","Number",""
"Farmers","2014","Aghadowey","Number",""
"Farmers","2014","Altahullion","Number",""
"Farmers","2014","Atlantic","Number",""
"Farmers","2014","Ballycastle","Number",""
"Farmers","2014","Ballykelly","Number",""
"Farmers","2014","Ballymoney East","Number",""
"Farmers","2014","Ballymoney North","Number",""
"Farmers","2014","Ballymoney South","Number",""
"Farmers","2014","Castlerock","Number",""
"Farmers","2014","Churchland","Number",""
"Farmers","2014","Clogh Mills","Number",""
"Farmers","2014","Coolessan","Number",""
"Farmers","2014","Dervock","Number",""
"Farmers","2014","Drumsurn","Number",""
"Farmers","2014","Dundooan","Number",""
"Farmers","2014","Dungiven","Number",""
"Farmers","2014","Dunloy","Number",""
"Farmers","2014","Feeny","Number",""
"Farmers","2014","Garvagh","Number",""
"Farmers","2014","Giant's Causeway","Number",""
"Farmers","2014","Greysteel","Number",""
"Farmers","2014","Greystone (Causeway Coast and Glens)","Number",""
"Farmers","2014","Hopefield","Number",""
"Farmers","2014","Kilrea","Number",""
"Farmers","2014","Kinbane","Number",""
"Farmers","2014","Loughguile and Stranocum","Number",""
"Farmers","2014","Lurigethan","Number",""
"Farmers","2014","Macosquin","Number",""
"Farmers","2014","Magilligan","Number",""
"Farmers","2014","Mountsandel","Number",""
"Farmers","2014","Portrush and Dunluce","Number",""
"Farmers","2014","Portstewart","Number",""
"Farmers","2014","Quarry","Number",""
"Farmers","2014","Rasharkin","Number",""
"Farmers","2014","Roeside","Number",""
"Farmers","2014","Route","Number",""
"Farmers","2014","Torr Head and Rathlin","Number",""
"Farmers","2014","University","Number",""
"Farmers","2014","Waterside","Number",""
"Farmers","2014","Windy Hall","Number",""
"Farmers","2014","Artigarvan","Number",""
"Farmers","2014","Ballycolman","Number",""
"Farmers","2014","Ballymagroarty","Number",""
"Farmers","2014","Brandywell","Number",""
"Farmers","2014","Carn Hill","Number",""
"Farmers","2014","Castlederg","Number",""
"Farmers","2014","Caw","Number",""
"Farmers","2014","City Walls","Number",""
"Farmers","2014","Claudy","Number",""
"Farmers","2014","Clondermot","Number",""
"Farmers","2014","Creggan","Number",""
"Farmers","2014","Creggan South","Number",""
"Farmers","2014","Culmore","Number",""
"Farmers","2014","Drumahoe","Number",""
"Farmers","2014","Dunnamanagh","Number",""
"Farmers","2014","Ebrington","Number",""
"Farmers","2014","Eglinton","Number",""
"Farmers","2014","Enagh","Number",""
"Farmers","2014","Finn","Number",""
"Farmers","2014","Foyle Springs","Number",""
"Farmers","2014","Galliagh","Number",""
"Farmers","2014","Glenderg","Number",""
"Farmers","2014","Glenelly Valley","Number",""
"Farmers","2014","Kilfennan","Number",""
"Farmers","2014","Lisnagelvin","Number",""
"Farmers","2014","Madam's Bank","Number",""
"Farmers","2014","New Buildings","Number",""
"Farmers","2014","Newtownstewart","Number",""
"Farmers","2014","Northland","Number",""
"Farmers","2014","Park (Derry and Strabane)","Number",""
"Farmers","2014","Shantallow","Number",""
"Farmers","2014","Shantallow East","Number",""
"Farmers","2014","Sheriff's Mountain","Number",""
"Farmers","2014","Sion Mills","Number",""
"Farmers","2014","Skeoge","Number",""
"Farmers","2014","Slievekirk","Number",""
"Farmers","2014","Springtown","Number",""
"Farmers","2014","Strabane North","Number",""
"Farmers","2014","Strabane West","Number",""
"Farmers","2014","Victoria (Derry and Strabane)","Number",""
"Farmers","2014","Ballinamallard","Number",""
"Farmers","2014","Belcoo and Garrison","Number",""
"Farmers","2014","Belleek and Boa","Number",""
"Farmers","2014","Beragh","Number",""
